win,threshold,hand
0,17,"Four of Diamonds||King of Spades||Five of Diamonds||(19 points)"
1,17,"Five of Hearts||Four of Hearts||Ace of Diamonds||(10 or 20 points)"
0,17,"Four of Diamonds||Nigh of Hearts||King of Spades||(23 points)"
0,17,"Eight of Diamonds||Ace of Spades||(9 or 19 points)"
1,17,"Seven of Clubs||Nigh of Spades||Ace of Clubs||(17 or 27 points)"
1,17,"Ace of Clubs||Queen of Diamonds||(11 or 21 points)"
0,17,"Ten of Clubs||Seven of Diamonds||Jack of Diamonds||(27 points)"
1,17,"Seven of Hearts||Seven of Clubs||Ace of Spades||(15 or 25 points)"
1,17,"Four of Diamonds||Queen of Clubs||Five of Diamonds||(19 points)"
1,17,"Six of Clubs||Five of Clubs||Two of Diamonds||Seven of Spades||(20 points)"
1,17,"Ace of Diamonds||Ten of Diamonds||(11 or 21 points)"
0,17,"Three of Clubs||Eight of Spades||Six of Hearts||Nigh of Hearts||(26 points)"
0,17,"Six of Diamonds||Ten of Spades||Seven of Spades||(23 points)"
0,17,"Ten of Clubs||Six of Diamonds||Jack of Hearts||(26 points)"
1,17,"Four of Diamonds||Four of Spades||Ace of Diamonds||(9 or 19 points)"
0,17,"Queen of Hearts||Four of Spades||Two of Clubs||Six of Spades||(22 points)"
0,17,"Six of Clubs||Two of Spades||King of Diamonds||(18 points)"
1,17,"Jack of Clubs||Three of Clubs||Four of Diamonds||Two of Clubs||(19 points)"
1,17,"Ten of Diamonds||King of Clubs||(20 points)"
1,17,"Seven of Hearts||Four of Diamonds||Two of Spades||Six of Clubs||(19 points)"
0,17,"Ten of Diamonds||Queen of Hearts||(20 points)"
0,17,"Two of Spades||Jack of Hearts||Six of Clubs||(18 points)"
0,17,"Four of Diamonds||King of Clubs||Jack of Diamonds||(24 points)"
1,17,"King of Hearts||Queen of Clubs||(20 points)"
0,17,"Five of Clubs||Jack of Diamonds||Nigh of Clubs||(24 points)"
0,17,"Seven of Hearts||Two of Clubs||Six of Diamonds||Four of Diamonds||(19 points)"
0,17,"Five of Spades||Nigh of Spades||King of Hearts||(24 points)"
1,17,"Ace of Clubs||Ace of Diamonds||(2, 2, 2 or 22 points)"
0,17,"Four of Hearts||Queen of Hearts||King of Hearts||(24 points)"
0,17,"Jack of Hearts||Four of Spades||Six of Clubs||(20 points)"
1,17,"Ten of Hearts||Ace of Diamonds||(11 or 21 points)"
1,17,"Two of Spades||Four of Diamonds||Six of Spades||Six of Clubs||(18 points)"
0,17,"Eight of Diamonds||Ten of Hearts||(18 points)"
1,17,"Ten of Diamonds||Eight of Spades||(18 points)"
1,17,"Ace of Clubs||Eight of Diamonds||(9 or 19 points)"
1,17,"Seven of Clubs||Five of Spades||Ace of Hearts||(13 or 23 points)"
0,17,"Six of Diamonds||Four of Clubs||Eight of Spades||(18 points)"
1,17,"Queen of Hearts||Eight of Spades||(18 points)"
0,17,"Jack of Diamonds||Jack of Clubs||(20 points)"
0,17,"Nigh of Clubs||Seven of Clubs||Three of Spades||(19 points)"
0,17,"Eight of Diamonds||Ten of Spades||(18 points)"
1,17,"Jack of Diamonds||Four of Hearts||Four of Spades||(18 points)"
0,17,"Five of Spades||Two of Diamonds||Seven of Clubs||Eight of Hearts||(22 points)"
0,17,"Four of Clubs||Nigh of Clubs||King of Spades||(23 points)"
0,17,"Ace of Clubs||Seven of Clubs||(8 or 18 points)"
1,17,"Ten of Diamonds||Ten of Spades||(20 points)"
1,17,"Six of Clubs||Five of Diamonds||Ace of Hearts||(12 or 22 points)"
0,17,"Queen of Clubs||Four of Hearts||Nigh of Hearts||(23 points)"
1,17,"Ace of Hearts||Six of Hearts||Nigh of Hearts||(16 or 26 points)"
0,17,"Eight of Clubs||Nigh of Clubs||Ten of Spades||(27 points)"
0,17,"King of Diamonds||Ten of Diamonds||(20 points)"
0,17,"Eight of Clubs||Seven of Clubs||King of Spades||(25 points)"
0,17,"Eight of Hearts||Five of Hearts||Six of Spades||(19 points)"
0,17,"Seven of Diamonds||Nigh of Hearts||Eight of Hearts||(24 points)"
0,17,"Eight of Hearts||Ten of Hearts||(18 points)"
1,17,"Four of Hearts||Six of Hearts||Jack of Spades||(20 points)"
0,17,"Six of Diamonds||Seven of Diamonds||King of Hearts||(23 points)"
0,17,"Three of Clubs||Six of Clubs||Eight of Diamonds||Ten of Diamonds||(27 points)"
0,17,"Seven of Spades||Nigh of Hearts||King of Hearts||(26 points)"
0,17,"Eight of Diamonds||Six of Hearts||King of Spades||(24 points)"
0,17,"Eight of Hearts||Three of Diamonds||Four of Hearts||Three of Spades||(18 points)"
1,17,"King of Spades||Queen of Clubs||(20 points)"
1,17,"Two of Spades||Five of Hearts||Seven of Hearts||Six of Hearts||(20 points)"
0,17,"Three of Hearts||Queen of Clubs||Three of Diamonds||Ten of Diamonds||(26 points)"
0,17,"Six of Diamonds||Eight of Clubs||Five of Clubs||(19 points)"
0,17,"King of Hearts||Three of Hearts||Two of Clubs||Eight of Hearts||(23 points)"
0,17,"Seven of Clubs||Seven of Spades||Four of Hearts||(18 points)"
0,17,"Ace of Hearts||Eight of Clubs||(9 or 19 points)"
0,17,"King of Spades||Three of Hearts||Jack of Hearts||(23 points)"
0,17,"Queen of Clubs||Queen of Spades||(20 points)"
1,17,"Ace of Clubs||King of Hearts||(11 or 21 points)"
0,17,"King of Clubs||Seven of Clubs||Ten of Hearts||(27 points)"
0,17,"Seven of Hearts||Nigh of Diamonds||Six of Spades||(22 points)"
1,17,"Seven of Spades||Ace of Diamonds||(8 or 18 points)"
0,17,"Ten of Spades||Four of Clubs||Queen of Diamonds||(24 points)"
0,17,"King of Spades||Six of Clubs||Seven of Clubs||(23 points)"
0,17,"Three of Clubs||Six of Diamonds||King of Clubs||(19 points)"
0,17,"Seven of Clubs||Ace of Spades||(8 or 18 points)"
0,17,"Two of Spades||Queen of Diamonds||Four of Diamonds||Queen of Spades||(26 points)"
1,17,"Jack of Clubs||Ten of Diamonds||(20 points)"
0,17,"Three of Diamonds||Four of Hearts||Ace of Diamonds||(8 or 18 points)"
1,17,"Five of Clubs||Eight of Hearts||Seven of Hearts||(20 points)"
0,17,"Ten of Clubs||Eight of Clubs||(18 points)"
0,17,"Five of Spades||Seven of Clubs||Ten of Diamonds||(22 points)"
1,17,"Nigh of Hearts||Eight of Spades||Two of Clubs||(19 points)"
0,17,"Five of Clubs||King of Hearts||King of Clubs||(25 points)"
0,17,"Four of Clubs||Nigh of Clubs||Jack of Clubs||(23 points)"
0,17,"Ten of Clubs||Four of Hearts||Three of Diamonds||Four of Clubs||(21 points)"
0,17,"Nigh of Clubs||Nigh of Hearts||(18 points)"
1,17,"Three of Spades||Five of Diamonds||Six of Clubs||Ace of Diamonds||(15 or 25 points)"
1,17,"Ace of Hearts||Five of Hearts||Five of Spades||(11 or 21 points)"
0,17,"Jack of Clubs||Five of Diamonds||Ten of Hearts||(25 points)"
0,17,"Seven of Spades||Jack of Clubs||Seven of Clubs||(24 points)"
1,17,"Five of Spades||Three of Clubs||Four of Clubs||Three of Spades||Six of Diamonds||(21 points)"
0,17,"Seven of Hearts||Five of Hearts||Ace of Diamonds||(13 or 23 points)"
0,17,"Eight of Clubs||Nigh of Clubs||Ten of Hearts||(27 points)"
1,17,"Ten of Clubs||Jack of Diamonds||(20 points)"
0,17,"Nigh of Diamonds||Five of Hearts||Five of Spades||(19 points)"
1,17,"Two of Hearts||Ace of Hearts||Eight of Diamonds||(11 or 21 points)"
0,17,"Six of Diamonds||Ten of Diamonds||Two of Hearts||(18 points)"
0,17,"Queen of Hearts||Four of Hearts||Three of Clubs||Five of Clubs||(22 points)"
1,17,"Jack of Hearts||Two of Diamonds||Four of Hearts||Ace of Spades||(17 or 27 points)"
1,17,"Queen of Clubs||Six of Clubs||Ace of Spades||(17 or 27 points)"
0,17,"Jack of Hearts||Eight of Spades||(18 points)"
0,17,"Eight of Clubs||Queen of Spades||(18 points)"
1,17,"Eight of Spades||Three of Hearts||Queen of Clubs||(21 points)"
0,17,"Five of Spades||Three of Clubs||Jack of Hearts||(18 points)"
1,17,"Eight of Diamonds||Three of Clubs||Jack of Spades||(21 points)"
1,17,"Seven of Hearts||Six of Hearts||Five of Clubs||(18 points)"
0,17,"Two of Hearts||Five of Spades||Three of Clubs||Jack of Spades||(20 points)"
0,17,"Nigh of Diamonds||Ace of Hearts||(10 or 20 points)"
1,17,"Nigh of Clubs||Nigh of Diamonds||(18 points)"
0,17,"Nigh of Hearts||Five of Clubs||Three of Diamonds||Eight of Spades||(25 points)"
0,17,"Eight of Spades||Ace of Diamonds||(9 or 19 points)"
1,17,"Two of Spades||Two of Diamonds||Eight of Hearts||Ace of Spades||(13 or 23 points)"
0,17,"Queen of Clubs||Nigh of Diamonds||(19 points)"
0,17,"Six of Spades||Four of Diamonds||Three of Spades||Five of Hearts||(18 points)"
1,17,"Six of Hearts||Four of Spades||Eight of Diamonds||(18 points)"
1,17,"Jack of Hearts||King of Hearts||(20 points)"
0,17,"Queen of Diamonds||Six of Diamonds||Eight of Clubs||(24 points)"
0,17,"Seven of Clubs||King of Spades||Eight of Clubs||(25 points)"
0,17,"Jack of Hearts||Six of Clubs||King of Diamonds||(26 points)"
1,17,"Four of Diamonds||Ace of Diamonds||King of Hearts||(15 or 25 points)"
1,17,"Ace of Clubs||Ace of Spades||(2, 2, 2 or 22 points)"
0,17,"Five of Clubs||Seven of Diamonds||Queen of Hearts||(22 points)"
0,17,"Two of Hearts||Eight of Diamonds||Seven of Spades||Queen of Diamonds||(27 points)"
0,17,"Jack of Diamonds||Five of Diamonds||Ten of Diamonds||(25 points)"
1,17,"Six of Diamonds||Seven of Spades||Eight of Diamonds||(21 points)"
1,17,"Jack of Diamonds||Ten of Diamonds||(20 points)"
1,17,"Jack of Spades||Ace of Hearts||(11 or 21 points)"
1,17,"Queen of Hearts||King of Spades||(20 points)"
0,17,"Four of Diamonds||Two of Clubs||Jack of Hearts||Ten of Hearts||(26 points)"
1,17,"Three of Spades||Seven of Spades||Ace of Clubs||(11 or 21 points)"
1,17,"Nigh of Hearts||Ten of Clubs||(19 points)"
0,17,"Three of Hearts||King of Diamonds||Seven of Spades||(20 points)"
1,17,"Nigh of Hearts||Seven of Clubs||Three of Diamonds||(19 points)"
1,17,"Two of Diamonds||Ten of Spades||Eight of Spades||(20 points)"
1,17,"Ace of Spades||King of Diamonds||(11 or 21 points)"
1,17,"Seven of Clubs||Three of Spades||Two of Hearts||Nigh of Diamonds||(21 points)"
1,17,"Jack of Diamonds||Ace of Spades||(11 or 21 points)"
1,17,"Four of Hearts||Two of Clubs||Seven of Diamonds||Eight of Hearts||(21 points)"
0,17,"Seven of Diamonds||Queen of Clubs||Ten of Spades||(27 points)"
1,17,"Ace of Diamonds||Three of Spades||Four of Clubs||(8 or 18 points)"
1,17,"Nigh of Clubs||Ace of Spades||(10 or 20 points)"
0,17,"Two of Hearts||Nigh of Clubs||Jack of Spades||(21 points)"
1,17,"Queen of Hearts||Queen of Diamonds||(20 points)"
0,17,"Three of Diamonds||Jack of Diamonds||Five of Spades||(18 points)"
0,17,"Five of Hearts||Ten of Spades||Seven of Hearts||(22 points)"
0,17,"Nigh of Diamonds||Six of Hearts||Ten of Hearts||(25 points)"
0,17,"King of Hearts||Seven of Clubs||Two of Hearts||(19 points)"
0,17,"Ace of Hearts||Ten of Spades||(11 or 21 points)"
0,17,"Jack of Hearts||Six of Diamonds||Jack of Spades||(26 points)"
0,17,"Nigh of Hearts||Nigh of Clubs||(18 points)"
1,17,"Five of Diamonds||Five of Spades||Eight of Clubs||(18 points)"
0,17,"Queen of Hearts||Seven of Spades||Eight of Clubs||(25 points)"
0,17,"Six of Spades||King of Spades||Ten of Hearts||(26 points)"
0,17,"Seven of Spades||Three of Spades||Two of Clubs||Ten of Spades||(22 points)"
0,17,"King of Diamonds||Jack of Spades||(20 points)"
0,17,"Jack of Spades||Jack of Clubs||(20 points)"
0,17,"Three of Spades||Ten of Diamonds||Eight of Spades||(21 points)"
1,17,"Nigh of Diamonds||Jack of Diamonds||(19 points)"
0,17,"King of Hearts||Eight of Clubs||(18 points)"
1,17,"Jack of Hearts||Eight of Spades||(18 points)"
1,17,"Ten of Spades||King of Hearts||(20 points)"
0,17,"Ten of Spades||Four of Hearts||Ten of Clubs||(24 points)"
0,17,"Ten of Hearts||King of Hearts||(20 points)"
1,17,"Six of Hearts||Two of Hearts||King of Hearts||(18 points)"
0,17,"Seven of Diamonds||Ace of Clubs||(8 or 18 points)"
1,17,"Queen of Clubs||Queen of Spades||(20 points)"
0,17,"Nigh of Hearts||Two of Clubs||Four of Clubs||Four of Spades||(19 points)"
0,17,"Two of Clubs||Two of Hearts||Six of Diamonds||Two of Spades||Ten of Diamonds||(22 points)"
0,17,"Eight of Spades||Three of Hearts||Seven of Hearts||(18 points)"
0,17,"Queen of Hearts||Seven of Diamonds||Seven of Clubs||(24 points)"
1,17,"Three of Hearts||Ace of Diamonds||Ace of Spades||(5, 5, 5 or 25 points)"
0,17,"Two of Spades||Ten of Diamonds||Five of Hearts||Seven of Hearts||(24 points)"
0,17,"Ace of Diamonds||Seven of Hearts||(8 or 18 points)"
0,17,"King of Spades||Five of Clubs||King of Hearts||(25 points)"
1,17,"Ten of Spades||Eight of Clubs||(18 points)"
0,17,"Five of Hearts||King of Spades||Jack of Diamonds||(25 points)"
0,17,"Seven of Diamonds||Four of Spades||Six of Spades||Queen of Diamonds||(27 points)"
0,17,"Six of Spades||Six of Hearts||Six of Clubs||(18 points)"
0,17,"Eight of Hearts||Nigh of Diamonds||Jack of Hearts||(27 points)"
1,17,"Ten of Hearts||Six of Clubs||Two of Hearts||(18 points)"
0,17,"Two of Hearts||Jack of Clubs||King of Hearts||(22 points)"
1,17,"Nigh of Hearts||Eight of Hearts||Four of Clubs||(21 points)"
1,17,"King of Spades||Five of Spades||Two of Hearts||Three of Spades||(20 points)"
0,17,"Ten of Clubs||Four of Diamonds||Jack of Hearts||(24 points)"
1,17,"Two of Diamonds||Five of Spades||Three of Spades||Seven of Spades||Ace of Diamonds||(18 or 28 points)"
1,17,"Four of Clubs||Two of Hearts||Three of Spades||Six of Spades||Ace of Spades||(16 or 26 points)"
0,17,"Four of Hearts||Queen of Clubs||Three of Spades||Eight of Spades||(25 points)"
1,17,"Three of Hearts||Queen of Spades||Ace of Clubs||(14 or 24 points)"
1,17,"Ten of Diamonds||Three of Diamonds||Four of Spades||Ace of Clubs||(18 or 28 points)"
0,17,"Three of Clubs||Nigh of Diamonds||Ten of Hearts||(22 points)"
1,17,"Four of Spades||King of Diamonds||Two of Clubs||Two of Diamonds||(18 points)"
0,17,"Queen of Spades||Six of Spades||Nigh of Clubs||(25 points)"
0,17,"King of Diamonds||Seven of Hearts||Five of Clubs||(22 points)"
1,17,"Six of Spades||Five of Clubs||Ten of Hearts||(21 points)"
1,17,"Ace of Clubs||Two of Clubs||Ten of Hearts||(13 or 23 points)"
0,17,"Two of Diamonds||Three of Spades||Queen of Spades||Ten of Diamonds||(25 points)"
0,17,"Four of Spades||Ace of Hearts||Four of Diamonds||(9 or 19 points)"
0,17,"Five of Clubs||Ten of Diamonds||Four of Clubs||(19 points)"
0,17,"Jack of Hearts||Three of Spades||Two of Spades||Nigh of Diamonds||(24 points)"
1,17,"Nigh of Spades||Queen of Spades||(19 points)"
1,17,"Ten of Diamonds||Nigh of Clubs||(19 points)"
0,17,"Eight of Diamonds||Seven of Spades||Queen of Diamonds||(25 points)"
1,17,"Three of Spades||Seven of Clubs||Ten of Spades||(20 points)"
0,17,"Eight of Clubs||Six of Diamonds||Jack of Hearts||(24 points)"
0,17,"Five of Diamonds||Ten of Clubs||Three of Spades||(18 points)"
0,17,"Five of Clubs||Ten of Spades||Four of Clubs||(19 points)"
0,17,"King of Diamonds||Four of Diamonds||Queen of Spades||(24 points)"
1,17,"Ace of Hearts||Two of Diamonds||Four of Hearts||Seven of Clubs||(14 or 24 points)"
0,17,"King of Spades||Six of Hearts||Seven of Hearts||(23 points)"
1,17,"Ten of Clubs||King of Hearts||(20 points)"
0,17,"Queen of Hearts||Two of Spades||Five of Spades||Six of Clubs||(23 points)"
1,17,"Two of Diamonds||Seven of Hearts||Ten of Diamonds||(19 points)"
1,17,"Eight of Hearts||Five of Hearts||Eight of Spades||(21 points)"
0,17,"Five of Spades||Five of Clubs||Three of Clubs||Six of Diamonds||(19 points)"
1,17,"Seven of Clubs||Five of Diamonds||Nigh of Spades||(21 points)"
1,17,"Five of Clubs||Four of Hearts||Ten of Hearts||(19 points)"
0,17,"Five of Clubs||Ten of Hearts||King of Hearts||(25 points)"
0,17,"Three of Spades||King of Clubs||Jack of Spades||(23 points)"
1,17,"Six of Hearts||Five of Diamonds||Queen of Spades||(21 points)"
1,17,"King of Spades||Ace of Clubs||(11 or 21 points)"
0,17,"Queen of Hearts||Two of Diamonds||Ten of Diamonds||(22 points)"
1,17,"Ace of Hearts||Five of Clubs||Nigh of Diamonds||(15 or 25 points)"
1,17,"Ace of Diamonds||Ace of Clubs||(2, 2, 2 or 22 points)"
0,17,"Eight of Clubs||Nigh of Clubs||Nigh of Spades||(26 points)"
0,17,"Two of Clubs||King of Diamonds||Six of Hearts||(18 points)"
0,17,"Jack of Spades||Ten of Diamonds||(20 points)"
0,17,"Three of Diamonds||Jack of Diamonds||Ten of Clubs||(23 points)"
1,17,"Six of Clubs||Two of Clubs||Six of Diamonds||Ace of Spades||(15 or 25 points)"
0,17,"Jack of Spades||Five of Diamonds||Three of Spades||(18 points)"
1,17,"Jack of Clubs||Nigh of Spades||(19 points)"
1,17,"Three of Spades||Seven of Clubs||Ace of Hearts||(11 or 21 points)"
1,17,"Four of Hearts||Jack of Spades||Ace of Clubs||(15 or 25 points)"
0,17,"Five of Spades||Ten of Hearts||Jack of Diamonds||(25 points)"
0,17,"Ace of Spades||Seven of Hearts||(8 or 18 points)"
0,17,"Five of Clubs||Four of Diamonds||Five of Hearts||Ten of Diamonds||(24 points)"
0,17,"Six of Spades||Nigh of Clubs||Queen of Spades||(25 points)"
1,17,"Four of Hearts||Seven of Clubs||Two of Spades||Five of Hearts||(18 points)"
1,17,"Ten of Clubs||Queen of Spades||(20 points)"
1,17,"Queen of Diamonds||Eight of Clubs||(18 points)"
1,17,"Seven of Clubs||Three of Clubs||Ace of Clubs||(11 or 21 points)"
1,17,"Ace of Clubs||Jack of Hearts||(11 or 21 points)"
0,17,"Five of Diamonds||Jack of Spades||Eight of Clubs||(23 points)"
0,17,"Two of Diamonds||Four of Clubs||Two of Spades||Nigh of Hearts||King of Clubs||(27 points)"
1,17,"Nigh of Clubs||Ace of Diamonds||(10 or 20 points)"
0,17,"Six of Spades||Nigh of Diamonds||Nigh of Spades||(24 points)"
1,17,"Ten of Diamonds||Six of Spades||Ace of Clubs||(17 or 27 points)"
0,17,"Seven of Hearts||Six of Hearts||King of Hearts||(23 points)"
1,17,"Ten of Diamonds||Ace of Diamonds||(11 or 21 points)"
1,17,"Seven of Spades||Ten of Clubs||Ace of Hearts||(18 or 28 points)"
0,17,"Jack of Spades||Seven of Hearts||Five of Spades||(22 points)"
0,17,"Seven of Diamonds||Six of Hearts||Ten of Spades||(23 points)"
1,17,"Ace of Hearts||Ten of Diamonds||(11 or 21 points)"
1,17,"Seven of Diamonds||Jack of Diamonds||Four of Clubs||(21 points)"
0,17,"Queen of Hearts||Six of Clubs||Queen of Clubs||(26 points)"
1,17,"Nigh of Diamonds||Ten of Clubs||(19 points)"
1,17,"Jack of Hearts||King of Hearts||(20 points)"
1,17,"King of Hearts||Five of Hearts||Three of Diamonds||(18 points)"
1,17,"Nigh of Clubs||Three of Clubs||Ace of Clubs||(13 or 23 points)"
1,17,"Ten of Clubs||Five of Spades||Three of Spades||(18 points)"
1,17,"Eight of Diamonds||Seven of Clubs||Five of Clubs||(20 points)"
1,17,"Jack of Spades||Ten of Hearts||(20 points)"
0,17,"Nigh of Clubs||Four of Spades||Nigh of Spades||(22 points)"
1,17,"Three of Diamonds||Eight of Clubs||Jack of Spades||(21 points)"
0,17,"Seven of Hearts||Six of Spades||Three of Clubs||Eight of Spades||(24 points)"
1,17,"Six of Spades||Five of Hearts||Two of Clubs||Eight of Hearts||(21 points)"
0,17,"Three of Clubs||Jack of Diamonds||Nigh of Clubs||(22 points)"
0,17,"Eight of Hearts||Nigh of Spades||Queen of Clubs||(27 points)"
0,17,"King of Spades||Four of Hearts||Queen of Hearts||(24 points)"
0,17,"Seven of Clubs||Two of Hearts||Seven of Spades||Nigh of Diamonds||(25 points)"
0,17,"Seven of Hearts||Eight of Clubs||Ace of Hearts||(16 or 26 points)"
0,17,"Queen of Hearts||King of Hearts||(20 points)"
1,17,"Eight of Diamonds||Seven of Spades||Ace of Diamonds||(16 or 26 points)"
0,17,"King of Diamonds||Three of Hearts||Seven of Hearts||(20 points)"
0,17,"Two of Diamonds||Six of Hearts||Four of Clubs||King of Clubs||(22 points)"
0,17,"Ten of Spades||Three of Clubs||Ten of Clubs||(23 points)"
0,17,"Ten of Diamonds||Seven of Clubs||King of Hearts||(27 points)"
0,17,"Three of Clubs||Ten of Hearts||Nigh of Hearts||(22 points)"
1,17,"Queen of Hearts||Seven of Spades||Four of Hearts||(21 points)"
0,17,"King of Clubs||Four of Spades||Seven of Spades||(21 points)"
1,17,"Jack of Spades||Ten of Spades||(20 points)"
1,17,"Queen of Diamonds||Eight of Spades||(18 points)"
0,17,"Seven of Spades||Ten of Clubs||Six of Diamonds||(23 points)"
